18,3,Syria,2007-2-19,yes,F,tenure,notes,sometimes,english,society,natural sciences,all the time
57,0,Syria,2019-3-13,not sure,F,part-time,notes,never,arabic,not sure,natural sciences,sometimes
74,1,Syria,2009-5-4,no,F,full-time,notes,never,english,professional peers,computer science,frequently
54,1,Syria,2012-9-4,no,F,tenure,notes,frequently,english,society,engineering,never
15,0,Syria,2016-5-28,no,F,full-time,notes,frequently,arabic,home country government,natural sciences,frequently
36,3,Syria,2009-2-24,no,M,part-time,notes,all the time,spanish,society,computer science,never
24,2,Syria,2010-7-12,no,F,part-time,notes,frequently,arabic,university,engineering,sometimes
69,0,Syria,2017-6-15,no,M,full-time,notes,never,spanish,university,engineering,sometimes
67,0,Syria,2019-7-16,no,M,adjunct,notes,frequently,english,not sure,humanities,all the time
32,3,Syria,2014-5-13,no,M,part-time,notes,all the time,english,professional peers,humanities,never
51,3,Syria,2011-10-27,not sure,M,adjunct,notes,sometimes,french,not sure,social science,all the time
69,3,Syria,2017-1-1,no,F,full-time,notes,sometimes,english,home country government,social science,frequently
36,3,Syria,2014-2-19,no,F,full-time,notes,sometimes,spanish,professional peers,natural sciences,frequently
31,0,Syria,2018-10-9,no,M,adjunct,notes,sometimes,english,society,engineering,never
28,2,Syria,2006-11-10,yes,M,part-time,notes,all the time,spanish,home country government,computer science,all the time
15,1,Syria,2008-6-9,no,F,full-time,notes,frequently,spanish,not sure,social science,frequently
90,2,Syria,2018-1-8,no,F,tenure,notes,sometimes,english,home country government,humanities,sometimes
53,3,Syria,2008-1-27,not sure,F,full-time,notes,never,spanish,professional peers,humanities,sometimes
82,1,Syria,2017-1-21,no,F,tenure,notes,all the time,english,home country government,computer science,all the time
84,2,Syria,2009-5-30,yes,F,adjunct,notes,all the time,english,university,engineering,sometimes
21,0,Syria,2012-7-22,no,F,part-time,notes,frequently,french,society,engineering,sometimes
77,1,Syria,2018-7-4,not sure,M,full-time,notes,all the time,french,university,social science,sometimes
60,2,Syria,2019-5-23,yes,M,part-time,notes,sometimes,arabic,not sure,social science,sometimes
78,1,Syria,2011-6-9,yes,M,adjunct,notes,never,spanish,professional peers,social science,frequently
56,3,Syria,2005-4-13,not sure,F,part-time,notes,frequently,arabic,home country government,engineering,never
70,3,Syria,2009-1-25,no,M,adjunct,notes,sometimes,arabic,university,engineering,never
34,0,Syria,2006-9-4,yes,M,part-time,notes,never,english,home country government,social science,sometimes
61,2,Syria,2019-11-27,not sure,F,tenure,notes,never,french,university,computer science,sometimes
34,3,Syria,2018-5-9,no,F,full-time,notes,all the time,english,home country government,humanities,frequently
60,3,Syria,2014-12-9,not sure,M,tenure,notes,sometimes,english,society,computer science,never
52,3,Syria,2011-4-26,yes,F,tenure,notes,frequently,spanish,professional peers,natural sciences,sometimes
16,0,Syria,2013-7-27,not sure,F,part-time,notes,all the time,english,home country government,computer science,frequently
60,3,Syria,2015-10-25,no,M,full-time,notes,all the time,spanish,home country government,engineering,frequently
77,3,Syria,2007-2-7,no,F,adjunct,notes,sometimes,arabic,university,humanities,sometimes
79,1,Syria,2011-3-21,not sure,F,adjunct,notes,sometimes,arabic,university,computer science,sometimes
24,0,Syria,2015-5-29,no,F,tenure,notes,frequently,arabic,university,engineering,never
20,3,Syria,2008-3-24,yes,F,adjunct,notes,frequently,english,home country government,humanities,all the time
35,0,Syria,2018-9-25,not sure,M,tenure,notes,all the time,english,not sure,natural sciences,frequently
37,1,Syria,2013-3-12,not sure,M,tenure,notes,all the time,english,home country government,social science,frequently
77,2,Syria,2009-4-27,not sure,F,full-time,notes,sometimes,french,society,computer science,all the time
18,3,Syria,2007-12-30,not sure,F,full-time,notes,frequently,english,not sure,engineering,all the time
15,0,Syria,2019-7-4,no,F,adjunct,notes,all the time,french,home country government,engineering,frequently
70,2,Syria,2019-7-25,yes,F,tenure,notes,all the time,french,home country government,computer science,frequently
78,1,Syria,2013-10-2,not sure,F,adjunct,notes,never,english,professional peers,humanities,sometimes
86,2,Syria,2017-12-15,not sure,M,full-time,notes,never,english,professional peers,humanities,sometimes
69,3,Syria,2015-4-5,no,M,part-time,notes,never,arabic,home country government,engineering,all the time
20,3,Syria,2018-11-2,yes,F,tenure,notes,all the time,english,professional peers,computer science,never
72,3,Syria,2018-1-2,yes,F,adjunct,notes,never,english,home country government,humanities,sometimes
30,1,Syria,2008-6-5,not sure,F,part-time,notes,sometimes,arabic,home country government,engineering,frequently
34,3,Syria,2015-2-10,yes,F,full-time,notes,sometimes,english,professional peers,computer science,never
56,2,Syria,2019-8-18,not sure,M,adjunct,notes,never,arabic,not sure,humanities,sometimes
78,3,Syria,2014-8-11,not sure,M,full-time,notes,frequently,english,not sure,natural sciences,all the time
81,2,Syria,2019-10-11,not sure,F,full-time,notes,sometimes,spanish,university,computer science,frequently
88,2,Syria,2016-12-7,no,F,full-time,notes,frequently,english,home country government,computer science,never
83,1,Syria,2007-11-18,yes,M,full-time,notes,all the time,spanish,not sure,engineering,all the time
61,2,Syria,2007-1-27,no,F,adjunct,notes,sometimes,english,not sure,engineering,frequently
20,3,Syria,2017-2-27,yes,F,adjunct,notes,never,english,society,social science,never
18,0,Syria,2019-7-16,no,M,full-time,notes,sometimes,english,society,natural sciences,frequently
70,1,Syria,2009-10-21,no,F,full-time,notes,all the time,arabic,home country government,social science,sometimes
18,2,Syria,2017-3-4,no,F,adjunct,notes,sometimes,french,university,computer science,sometimes
47,1,Syria,2014-6-7,no,F,tenure,notes,all the time,spanish,home country government,humanities,frequently
42,3,Syria,2019-2-29,not sure,M,adjunct,notes,sometimes,french,home country government,social science,sometimes
68,3,Syria,2019-5-26,no,M,part-time,notes,sometimes,english,professional peers,engineering,all the time
62,2,Syria,2006-2-5,not sure,F,tenure,notes,all the time,english,university,engineering,sometimes
41,0,Syria,2012-7-22,no,F,part-time,notes,frequently,english,university,humanities,never
73,1,Syria,2007-4-6,yes,F,part-time,notes,never,spanish,home country government,social science,sometimes
45,1,Syria,2015-3-29,not sure,F,full-time,notes,frequently,spanish,not sure,natural sciences,never
76,1,Syria,2015-9-7,not sure,M,full-time,notes,sometimes,french,professional peers,humanities,sometimes
88,3,Syria,2016-5-23,no,M,tenure,notes,never,english,professional peers,natural sciences,never
23,0,Syria,2007-6-21,not sure,M,adjunct,notes,all the time,arabic,home country government,natural sciences,all the time
23,1,Syria,2011-4-16,not sure,F,part-time,notes,sometimes,spanish,society,engineering,sometimes
63,0,Syria,2010-7-29,yes,F,full-time,notes,all the time,arabic,not sure,computer science,frequently
80,3,Syria,2009-12-15,no,F,tenure,notes,sometimes,french,university,humanities,never
64,2,Syria,2009-7-23,not sure,M,part-time,notes,frequently,french,society,humanities,never
43,2,Syria,2013-1-1,yes,F,adjunct,notes,frequently,english,university,humanities,all the time
45,3,Syria,2008-1-26,yes,F,adjunct,notes,frequently,english,society,computer science,frequently
64,0,Syria,2016-4-20,yes,M,part-time,notes,frequently,spanish,university,computer science,sometimes
63,2,Syria,2011-6-17,not sure,M,adjunct,notes,frequently,spanish,not sure,natural sciences,never
56,2,Syria,2006-12-22,no,M,part-time,notes,never,spanish,society,natural sciences,all the time
36,1,Syria,2011-9-19,no,F,full-time,notes,frequently,arabic,not sure,computer science,frequently
25,1,Syria,2016-5-2,yes,M,full-time,notes,all the time,english,not sure,humanities,never
26,0,Syria,2019-9-18,yes,F,adjunct,notes,all the time,english,university,computer science,never
74,1,Syria,2010-9-3,no,M,tenure,notes,never,spanish,university,social science,frequently
23,0,Syria,2016-1-5,not sure,M,part-time,notes,never,french,not sure,social science,frequently
76,3,Syria,2019-4-23,yes,F,part-time,notes,sometimes,arabic,not sure,social science,never
37,2,Syria,2015-7-25,yes,F,tenure,notes,frequently,spanish,home country government,computer science,all the time
77,3,Syria,2009-7-27,no,F,part-time,notes,frequently,arabic,home country government,natural sciences,frequently
86,1,Syria,2010-9-23,yes,M,tenure,notes,never,english,not sure,computer science,frequently
85,3,Syria,2011-4-3,no,M,part-time,notes,frequently,spanish,society,computer science,sometimes
23,0,Syria,2018-12-18,yes,M,adjunct,notes,frequently,arabic,university,computer science,sometimes
21,1,Syria,2012-8-17,not sure,F,adjunct,notes,sometimes,spanish,home country government,natural sciences,sometimes
53,0,Syria,2018-1-17,no,F,adjunct,notes,never,french,professional peers,engineering,never
34,1,Syria,2016-1-4,no,M,full-time,notes,never,arabic,home country government,social science,all the time
50,2,Syria,2007-11-4,yes,F,part-time,notes,never,spanish,society,natural sciences,all the time
86,0,Syria,2018-1-16,yes,F,adjunct,notes,all the time,arabic,university,computer science,all the time
48,3,Syria,2012-6-10,no,F,tenure,notes,frequently,french,professional peers,social science,frequently
37,1,Syria,2011-10-16,no,M,adjunct,notes,sometimes,spanish,society,natural sciences,never
15,2,Syria,2011-8-22,no,F,adjunct,notes,never,english,home country government,social science,never
53,0,Syria,2015-8-28,not sure,F,part-time,notes,never,arabic,professional peers,social science,all the time
86,3,Syria,2010-4-13,no,M,tenure,notes,frequently,spanish,university,social science,sometimes
40,2,Syria,2005-3-2,no,M,adjunct,notes,frequently,english,home country government,humanities,frequently
77,2,Syria,2013-5-16,no,F,adjunct,notes,all the time,english,society,natural sciences,never
64,2,Syria,2008-7-27,no,F,part-time,notes,never,english,home country government,social science,never
81,3,Syria,2009-5-5,not sure,M,part-time,notes,frequently,french,not sure,natural sciences,all the time
29,1,Syria,2009-8-24,yes,F,part-time,notes,all the time,english,university,natural sciences,sometimes
84,0,Syria,2007-8-25,no,F,tenure,notes,all the time,arabic,university,engineering,frequently
70,2,Syria,2008-12-30,not sure,M,part-time,notes,never,arabic,professional peers,engineering,all the time
45,3,Syria,2005-4-23,not sure,M,tenure,notes,frequently,english,university,computer science,never
74,3,Syria,2018-5-8,yes,F,part-time,notes,frequently,french,home country government,natural sciences,frequently
55,1,Syria,2015-11-12,not sure,M,tenure,notes,frequently,spanish,university,humanities,sometimes
44,2,Syria,2005-6-8,no,M,part-time,notes,frequently,spanish,society,natural sciences,never
29,3,Syria,2007-2-14,not sure,F,adjunct,notes,frequently,arabic,home country government,natural sciences,never
28,1,Syria,2006-11-13,not sure,F,tenure,notes,sometimes,french,home country government,computer science,all the time
26,2,Syria,2015-7-19,no,M,full-time,notes,frequently,french,home country government,humanities,frequently
90,2,Syria,2012-10-11,no,M,full-time,notes,never,arabic,not sure,engineering,sometimes
46,1,Syria,2006-3-13,no,M,part-time,notes,frequently,arabic,not sure,engineering,all the time
17,2,Syria,2005-4-8,no,F,part-time,notes,sometimes,arabic,university,humanities,frequently
62,1,Syria,2014-2-24,yes,F,part-time,notes,never,french,not sure,computer science,never
66,2,Syria,2012-10-5,not sure,M,part-time,notes,sometimes,english,university,natural sciences,frequently
74,0,Syria,2006-4-26,no,M,tenure,notes,never,english,home country government,engineering,all the time
55,1,Syria,2006-12-24,not sure,M,tenure,notes,frequently,arabic,society,natural sciences,all the time
55,3,Syria,2012-12-11,yes,F,tenure,notes,never,french,society,humanities,all the time
22,2,Syria,2006-9-26,not sure,F,tenure,notes,all the time,spanish,home country government,engineering,all the time
24,0,Syria,2014-3-12,yes,M,part-time,notes,sometimes,spanish,professional peers,humanities,frequently
73,0,Syria,2017-3-25,yes,F,part-time,notes,all the time,arabic,not sure,natural sciences,sometimes
84,2,Syria,2019-5-18,no,M,full-time,notes,all the time,spanish,home country government,humanities,sometimes
19,0,Syria,2006-4-8,yes,F,adjunct,notes,frequently,french,society,humanities,sometimes
72,1,Syria,2007-8-27,not sure,M,adjunct,notes,never,english,home country government,social science,never
58,2,Syria,2017-5-15,no,M,adjunct,notes,never,english,society,natural sciences,never
71,0,Syria,2012-6-11,no,M,tenure,notes,sometimes,spanish,home country government,natural sciences,frequently
53,2,Syria,2008-5-27,no,F,adjunct,notes,frequently,french,not sure,humanities,frequently
15,1,Syria,2014-1-22,no,F,adjunct,notes,frequently,spanish,home country government,social science,never
62,0,Syria,2016-8-25,no,M,adjunct,notes,all the time,english,not sure,computer science,sometimes
53,0,Syria,2013-12-9,not sure,M,tenure,notes,frequently,french,home country government,computer science,frequently
73,1,Syria,2019-5-17,not sure,F,part-time,notes,all the time,arabic,professional peers,humanities,never
82,0,Syria,2011-6-10,not sure,M,tenure,notes,never,english,home country government,humanities,all the time
27,0,Syria,2008-10-3,yes,M,part-time,notes,all the time,french,professional peers,natural sciences,frequently
24,2,Syria,2014-10-18,not sure,M,adjunct,notes,all the time,spanish,society,engineering,all the time
67,1,Syria,2018-7-3,not sure,M,part-time,notes,all the time,english,society,humanities,sometimes
26,1,Syria,2015-1-5,yes,F,full-time,notes,frequently,french,university,humanities,sometimes
68,0,Syria,2008-5-29,no,F,part-time,notes,sometimes,arabic,not sure,social science,all the time
44,0,Syria,2018-12-3,not sure,F,adjunct,notes,never,spanish,home country government,social science,never
43,1,Syria,2010-11-24,not sure,M,full-time,notes,frequently,french,home country government,social science,never
63,0,Syria,2019-5-16,no,M,adjunct,notes,frequently,french,university,natural sciences,sometimes
73,2,Syria,2010-9-7,no,M,full-time,notes,all the time,arabic,society,engineering,never
84,1,Syria,2014-8-16,yes,F,adjunct,notes,frequently,spanish,not sure,natural sciences,frequently
32,3,Syria,2015-3-20,no,F,tenure,notes,frequently,english,professional peers,computer science,all the time
63,3,Syria,2008-4-8,not sure,M,tenure,notes,frequently,arabic,society,natural sciences,all the time
74,1,Syria,2010-3-10,not sure,F,full-time,notes,all the time,french,society,natural sciences,sometimes
46,2,Syria,2009-4-1,yes,F,adjunct,notes,frequently,arabic,society,social science,all the time
71,2,Syria,2018-8-23,not sure,F,part-time,notes,sometimes,english,society,natural sciences,all the time
50,1,Syria,2009-5-24,no,F,adjunct,notes,frequently,french,society,engineering,never
33,1,Syria,2011-10-19,not sure,M,tenure,notes,never,english,professional peers,computer science,sometimes
